Реестр действующих лицензий,,,,,,,,
,"на ""01"" августа 2012 г.",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"КГУ ""Кубаньлицторг-контроль""",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
№№ п/п,"Код бланка (серия, номер)",Срок действия лицензии,Лицензиат,ИНН,Юридический адрес,Место торговли,Вид объекта,
1,2,3,4,5,6,7,8,
25.,АК 061072 № рег. 2686,25.07.2012 - 24.07.2013,"ООО ""OZON"", Подгорный Юрий ",2369000340,"пос. Советский, ул. 70 лет Октября, 8 тел: 8929-85-07-165","Калининский р-н, ст-ца Гривенская, ул. Рыночная, 6/7"," ""организация розничной торговли""",
26.,,,,,,"Калининский р-н, ст-ца Гривенская, ул. Фурманова, 11, литер А,а,а,1"," ""организация розничной торговли""",
27.,АК 058862 № рег. 793,16.02.2012 - 15.02.2013,"ООО ""Rайдо-АС"", Панов Сергей Георгиевич",2310115823,"г. Краснодар, ул. Костылева, 158 тел: 8-918-337-0000; 255-59-04","г. Краснодар, ул. Колхозная, / ул. 40 лет Победы"," ""организация розничной торговли""",
28.,АК 061058 № рег. 2665,20.07.2012 - 19.07.2013,"ООО "" XXI век"", Фоменко Римма Михайловна",2334022014,"ст-ца Стародеревянковская, ул. Украинская, 217 тел: 8(928)44-47-947","Каневской р-н, ст-ца Стародеревянковская, ул. Украинская, 217"," ""организация общественного питания""",
30.,АК 060511 № рег. 2339,02.07.2012 - 01.07.2013,"ООО ""А-Настин"", Апостолова Анастасия Валерьевна",2308118440,"г. Краснодар, ул. Рашпилевская, 201 тел: 2555402; 8918-46-26-741","г. Краснодар, ул. Рашпилевская, 201, литер А"," ""организация розничной торговли""",
31.,АК 057142 № рег. 2453,09.08.2011 - 08.08.2012,"ООО ""А.В.Н."", Молостова В.А.",2301011521,"г. Анапа, ул. Шевченко, 31 а тел: 3-34-99; 8918-433-44-93","г. Анапа, ул. Пионерский проспект, 233"," ""организация общественного питания""",
32.,АК 060226 № рег. 2137,21.06.2012 - 20.06.2013,"ООО "" А.М. Групп"", Григорян Зограба Шотаевич",2301057558,"г. Анапа, ул. Родниковая, 2, корп.3, кв. 1 тел: 8-918-33-333-29","г. Анапа,  . Анапское шоссе, 1 Г"," ""организация общественного питания""",
35.,АК 058530 № рег. 3480,30.12.2011 - 29.12.2014,"ООО ""АБСОЛЮТ"", Сысоева Елена Васильевна",2315122214,"с. Глебовка, пер. Мирный, 1/а тел: 8(918) 454-28-11; 8918-054-04-34","Новороссийск г., с. Глебовка, ул. Карла Маркса, 18"," ""организация розничной торговли""",
36.,АК 059792 № рег. 1715,24.05.2012 - 23.05.2013,"ООО ""АВАНГАРД"", Овсепян Давид Ваняевич",2330039881,"ст-ца Новотитаровская, ул. Широкая, 50 тел: 8-918-444-22-41","Динской р-н, ст-ца Новотитаровская, ул. Широкая, 50"," ""организация розничной торговли""",
37.,АК 060092 № рег. 2011,17.06.2012 - 16.06.2013,"ООО ""АВАНТАЖ-С""",2315122616,"г. Новороссийск, ул. Куникова, 56 тел: 8918-051-00-58","г. Новороссийск, ул. Куникова, 56"," ""организация розничной торговли""",
39.,АК 057765 № рег. 3071,21.11.2011 - 23.06.2012 (прол) 24.06.2012 - 23.06.2013,"ОАО ""АВРОРА"", Франк Дюселер",2337024203,"хут. Садовый, ул. 60 лет Октября, 7 тел: (861-31)6-27-70","Крымский р-н, хут. Садовый, ул. 60 лет Октября, 9"," ""организация общественного питания - кафе ""Аврора""""",
40.,,,,,,"Крымский р-н, хут. Садовый, ул. 60 лет Октября, 9"," ""организация общественного питания - закусочная""",
41.,АК 057568 № рег. 2877,25.10.2011 - 24.10.2012,"ООО ""АВС-Дион"", Седых Сергей Алексеевич",2308075965,"г. Краснодар, ул. Карасунская, 86 тел: (861)259-29-06","г. Краснодар, ул. Красная, 76 а"," ""организация общественного питания""",
42.,,,,,,"г. Краснодар, ул. Горького, 104"," ""организация общественного питания""",
43.,АК 057401 № рег. 2710,20.09.2011 - 19.09.2012,"ООО ""АГАПИТОС"", Маданиева Эльвира Юраевна",2304055510,"г. Геленджик, ул. Десантная, 15  тел: 8(918)689-40-09","г. Геленджик, ул. Десантная, 15 а"," ""организация розничной торговли""",
44.,АК 057858 № рег. 3209,12.12.2011 - 24.11.2014,"ООО "" АГРОРУСЬ"", Набока О.А.",2310142055,"г. Краснодар, ул. Украинская, 47 тел: 8-918-233-62-21;242-52-52","г. Краснодар, ул. Украинская, 47"," ""организация розничной торговли""",
45.,,,,,,"г. Краснодар, ул. Березанская, 88/2"," ""организация розничной торговли""",
46.,,,,,,"г. Краснодар, ул. 40 лет Победы, / ул.Восточно-Кругликовская,89/1/46/1"," ""организация розничной торговли""",
47.,АК 059879 № рег. 1807,31.05.2012 - 30.05.2013,"ООО ""АГРОСЕРВИС"", Баранов Николай Владимирович",2311094291,"г. Краснодар, ул. Средняя, 42/1 тел: 258-39-81; 8918-460-56-65","г. Краснодар, ул. Средняя, 42/1"," ""организация розничной торговли""",
48.,АК 057764 № рег. 3072,18.11.2011 - 17.11.2016,"ООО ""АЖИО"", Кулик И.В.",2309037761,"г. Краснодар, ул. Калинина, 368 тел: 247-83-17; 234-31-80","г. Краснодар, ул. Старокубанская, 149, литер М"," ""организация розничной торговли""",
49.,АК 049539 № рег. 3159,20.08.2009 - 20.08.2010 (прол) 20.08.2010 - 20.08.2013,"ООО ""АИС"", Гриценко Л.Е.",2308065117,"г. Краснодар, ул. Дзержинского, 95 тел: 251-11-50","г. Краснодар, ул. Горького, 159"," ""магазин ""Принцесса""""",
50.,АК 044204 № рег. 2320,30.06.2008 - 30.06.2009 (прол) 30.06.2009 - 30.06.2010 30.06.2010 - 30.06.2011 01.07.2011 - 30.06.2013,"ООО ""АИЮР"", Ремизов Юрий Анатольевич",2312122174,"г. Краснодар, ул. Трамвайная, 2 тел: 8(918) 430-72-87","г. Краснодар, ул. Трамвайная, 2"," ""кафе ""Адмирал""""",
51.,,,,,,"г. Краснодар, ул. Трамвайная, 2"," ""закусочная ""Старый мельник""""",
52.,АК 060245 № рег. 2145,21.06.2012 - 20.06.2013,"ООО ""АЙСБЕРРИ""",2304062010,"с. Дивноморское, ул . Набережная, литер А тел: 8-929-832-70-61","Геленджик г., с. Дивноморское, ул . Набережная, литер А"," ""организация общественного питания""",
53.,АК 058768 № рег. 695,26.01.2012 - 25.01.2013,"ООО ""АКВАТОРИЯ"", Ромашкин Олег Вячеславович",2331012480,"ст-ца Должанская, коса Долгая, б/о ""Акватория"" тел: 9-15-51","Ейский р-н, ст-ца Должанская, коса Долгая, б/о ""Акватория"""," ""организация общественного питания""",
54.,АК 059121 № рег. 1051,22.03.2012 - 21.03.2013,"ООО ""АКОМ"", Манвелян Андроник Олегович",2311141819,"г. Краснодар, ул. Достоевского, 84/1 тел: 8918-492-43-65","г. Краснодар, ул. Достоевского, 84/1"," ""организация розничной торговли""",
55.,АК 059528 № рег. 1470,04.05.2012 - 03.05.2013,"ООО ""АКС"", Кулдошин Александр Алексеевич",2312187340,"пгт. Пашковский, ул. Е.Бершанской, 333/1 тел: 8918-635-55-15","г. Краснодар, ул. Покрышкина, 4/6"," ""организация розничной торговли""",
56.,АК 055041 № рег. 3708,02.01.2011 - 01.01.2012 (прол) 02.01.2012 - 01.01.2013,"ООО ""Аксим"", Бугаева Ольга Николаевна",2330025705,"ст-ца Новотитаровская, ул. Широкая, 22 тел: (86162) 4-86-97","Динской р-н, ст-ца Новотитаровская, ул. Широкая, 22"," ""организация розничной торговли""",
57.,АК 060787 № рег. 2607,18.07.2012 - 17.07.2013,"ООО ""АКСОМ-2"", Ласун Наталья Романовна",2304038360,"с. Дивноморское, ул. Ленина, 17 тел: 8928-420-28-63","Геленджик г., с. Дивноморское, ул. Ленина, 17"," ""организация общественного питания""",
59.,АК 059795 № рег. 1719,26.05.2012 - 25.05.2013,"ООО ""Алек-Стар"", Старушкин Василий Николаевич",2312094181,"пос. Знаменский, ул. Первомайская, 8 тел: 39-46-95","Краснодар г., пос. Знаменский, ул. Первомайская, 8"," ""организация розничной торговли""",
60.,АК 057683 № рег. 2988,03.11.2011 - 02.11.2012,"ООО ""АЛИНА"", Морозова Оксана Викторовна",2308133416,"г. Краснодар, ул. Рашпилевская, 343/3 тел: 8-918-379-52-94","г. Краснодар, ул. Рашпилевская, 343/3"," ""организация общественного питания""",
61.,АК 054976 № рег. 3568,23.12.2010 - 03.08.2015,"ООО "" АЛКО"", Харченко Николай Николаевич",2302051848,"г. Армавир, ул. Кирова, 19 тел: 5-84-54","г. Армавир, ул. Кирова, 19"," ""организация общественного питания""",
62.,АК 056158 № рег. 1466,31.05.2011 - 28.01.2015,,,,"г. Армавир, ул. Луначарского, 398 б"," ""организация розничной торговли""",
65.,АК 059081 № рег. 998,16.03.2012 - 18.08.2012,"ООО ""АЛКОМ"", Антонова А.В.",2310154501,"г. Краснодар, ул. Промышленная, 50 тел: 8918-453-88-67","г. Краснодар, ул. Монтажников, 10/1"," ""организация розничной торговли""",
66.,,,,,,"г. Краснодар, ул. Промышленная, 50"," ""организация розничной торговли""",
67.,АК 059249 № рег. 1173,09.04.2012 - 08.04.2013,"ООО ""АЛЛА"", Андрусова Ольга Вячеславовна",2312185914,"г. Краснодар, ул. Уральская, 93/5 тел: 8-988-488-8001","г. Краснодар, ул. Уральская, 93/5"," ""организация общественного питания ""AMORE""""",
68.,АК 057853 № рег. 3156,08.12.2011 - 07.12.2012,"ООО ""АЛМ"", Тюляндин Александр Валерьевич",2312174045,"г. Краснодар, ул. Уральская, 128 тел: 237-25-89, 8-918-164-45-71","г. Краснодар, ул. Достоевского, 84/1"," ""организация розничной торговли""",
70.,АК 058536 № рег. 3476,30.12.2011 - 29.12.2012,"ООО ""АЛЬВИС АНТОНИАДИ"", Антониади А.И.",2322020157,"г. Туапсе, ул. Гоголя, 13/5 тел: 3-15-24","г. Туапсе, ул. Гоголя, 13/5"," ""организация розничной торговли""",
71.,АК 059671 № рег. 1611,17.05.2012 - 16.05.2013,"ООО ""АЛЬЯНС"", Рагозина Татьяна Ивановна",2313020859,"г. Кропоткин, ул. Железнодорожная, 123 тел: 7-87-66","г. Кропоткин, ул. Железнодорожная, 123"," ""организация розничной торговли - магазин ""Визит""""",
73.,АК 059033 № рег. 959,07.03.2012 - 06.03.2013,"ООО ""АМАЛиЯ"", Габриелян Г.А.",2310143757,"г. Краснодар, ул. Садовая, 133 тел: 8 (918) 333-33-79","г. Краснодар, ул. Садовая, 133"," ""организация общественного питания""",
74.,АК 061024 № рег. 2634,18.07.2012 - 17.07.2013,"ООО ""АМЕТИСТ"", Гиголов Александр Иванович",2345007515,"ст-ца Отрадная, ул. Гоголя, 96 тел: 8-928-443-11-11","Отрадненский р-н, ст-ца Отрадная, ул. Октябрьская, 236, 1 этаж"," ""организация общественного питания""",
77.,АК 059093 № рег. 1020,19.03.2012 - 18.03.2014,"ООО ""АММ"", Абрамян С.К.",2304033330,"г. Геленджик, ул. Одесская, 14, кв. 9 тел: 8(918)461-04-39","г. Геленджик, мкр. Парус, 3 А"," ""организация розничной торговли""",
78.,АК 060651 № рег. 2470,09.07.2012 - 08.07.2013,"ООО фирма ""АН и С"", Асланов Н.С.",2304028675,"г. Геленджик, ул. Декабристов, 25","г. Геленджик, ул. Луначарского, Южная промышленная зона, 1"," ""организация розничной торговли""",
79.,АК 050651 № рег. 3733,02.11.2009 - 02.11.2010 (прол) 03.11.2010 - 02.11.2011 03.11.2011 - 02.11.2012,"ООО ""АНИ"", Гевореян Г.С.",2301058400,"г. Анапа, ул. Шевченко, 155 тел: 5-12-29","г. Анапа, ул. Шевченко, 155/ ул.Гребенская , 43/а"," ""закусочная ""АНИ""""",
80.,АК 059661 № рег. 1602,17.05.2012 - 16.05.2013,"ООО "" АНИ"", Мкртчян Мхитар Сережович",2337033575,"г. Крымск, ул. Шоссейная, 85 а тел: (918)246-52-37","г. Крымск, ул. Шоссейная, 85 а"," ""организация общественного питания (кафе ""Отдых""""",
81.,АК 060230 № рег. 2133,21.06.2012 - 20.06.2013,"ООО ""АНИ"", Лулукян Арсен Агашнович",2313015400,"г. Кропоткин, ул. Шоссейная, 47 тел: (886138) 7-67-29, 8-918-262-37-58","Кавказский р-н, ст-ца Казанская, ул. Красная, 373 а"," ""организация розничной торговли""",
82.,,,,,,"г. Кропоткин, ул. Красная, 13/4"," ""организация общественного питания""",
83.,,,,,,"г. Кропоткин, ул. Шоссейная, 47"," ""организация общественного питания""",
84.,АК 061123 № рег. 2737,25.07.2012 - 24.07.2013,"ООО ""АНИ"", Улибегян С.Л.",2365010805,"пос. Новомихайловский , Широкая щель тел: 8(918) 611-04-22","Туапсинский р-н, пос. Джубга, ул. Набережная, 6/6"," ""организация розничной торговли""",
85.,,,,,,"Туапсинский р-н, пос. Джубга, ул. Набережная, 6/6"," ""организация общественного питания""",
86.,АК 057151 № рег. 2488,09.08.2011 - 08.08.2012,"ООО ""АННА"", Мартиросов Валентин Александрович",2311090272,"г. Краснодар, ул. Первомайская, 45 тел: 274-61-45, 8-903-455-04-55; 8909-456-00-78","г. Краснодар, ул. Первомайская, 45"," ""организация розничной торговли""",
87.,АК 059471 № рег. 1393,28.04.2012 - 27.04.2013,"ООО ""АНТАВ"", Аненбург Анатолий Абович",2315165480,"г. Новороссийск, ул. Советов, 58 а тел: 8918-414-81-44; 8918-432-69-77","г. Новороссийск, ул. Советов, 58"," ""организация общественного питания""",
88.,АК 060110 № рег. 2030,15.06.2012 - 14.06.2017,"ООО ""АПК Мильстрим-Черноморские вина"", Боркова Марина Александровна",2352039821,"пос. Виноградный, ул. Мичурина, 5 б тел: (86148) 3-09-04","Темрюкский р-н, пос. Виноградный, ул. Ленина, 8"," ""организация розничной торговли""",
89.,АК 057906 № рег. 3224,16.12.2011 - 15.12.2012,"ООО ""АРАРАТ"", Кашанян С.А.",2365003607,"пос. Новомихайловский , ул. Лазурная, 10 тел: 92-8-18; 8918-381-61-57","Туапсинский р-н, пос. Новомихайловский , ул. Мира, 25"," ""организация розничной торговли""",
93.,АК 060738 № рег. 2554,13.07.2012 - 12.07.2013,"ООО ""АРЕДАЛ"", Мукменова Людмила Михайловна",2304041228,"г. Геленджик, ул. Революционная, 6 А тел: 8-928-847-60-66","г. Геленджик, ул. Революционная, 6 А, литер Б"," ""организация общественного питания-кафе ""Мальта""""",
94.,АК 059967 № рег. 1909,19.06.2012 - 18.06.2013,"ООО ""АРИС"", Асориди А.Ф.",2304045247,"г. Геленджик, ул. Советская, 36 тел: 8928-043-74-42","г. Геленджик, ул. Советская, 36"," ""организация розничной торговли""",
95.,АК 057493 № рег. 2796,05.10.2011 - 04.10.2016,"ООО ""АРКАДИЯ"", Погосян А.М",2310150970,"г. Краснодар, ул. Красноармейская, 64/2 тел: 259-56-16","г. Краснодар, ул. Красноармейская, 64/2"," ""организация общественного питания""",
96.,АК 057691 № рег. 2998,10.11.2011 - 09.11.2012,"ООО ""АРМ"", Крахмалева Марина Викторовна",2331015530,"пос. Октябрьский, ул. Первомайская, 24 тел: 97-1-27","Ейский р-н, пос. Октябрьский, ул. Первомайская, 24"," ""организация розничной торговли""",
97.,АК 059495 № рег. 1417,28.04.2012 - 27.04.2013,"ООО "" АРМА"", Янкин Андрей Анатольевич",2302062007,"г. Армавир, ул. Ефремова, 101 тел: 8(918)336-03-99","г. Армавир, ул. Ефремова, 101"," ""организация розничной торговли (магазинГастрономъ""",
98.,АК 059220 № рег. 1146,03.04.2012 - 02.04.2013,"ООО ""АЭС"", Носкова Надежда Викторовна",2302044054,"г. Армавир, ул. Дзержинского, 99 тел: (886137)2-75-78","г. Армавир, ул. Р.Люксембург, 150"," ""организация общественного питания""",
99.,АК 060747 № рег. 2563,13.07.2012 - 12.07.2013,"ООО ""АРМАР"", Саресян Марина Хачатуровна",2301073172,"г. Анапа, ул. Таежная, 55, кв.16 тел: 8-918-93-12-000","г. Анапа, ул. Ленина, 36 а"," ""организация общественного питания""",
100.,,,,,,"г. Анапа, ул. Черноморская, 15 Б, литер А"," ""организация общественного питания""",
101.,,,,,,"г. Анапа, ул. Горького, 4 / ул. Краснодарская, 5"," ""организация общественного питания""",
102.,,,,,,"г. Анапа, ул . Набережная, 3"," ""организация общественного питания""",
104.,АК 057725 № рег. 3031,11.11.2011 - 18.08.2012,"ООО ""АРС"", Погосян Р.К.",2371000065,"ст-ца Кущевская, пер. Первомайский, 94","Кущевский р-н, ст-ца Кущевская, пер. Первомайский, 125 ж"," ""организация общественного питания""",
105.,,,,,,"Кущевский р-н, ст-ца Кущевская, ул. Транспортная, 8"," ""организация розничной торговли""",
106.,АК 060612 № рег. 2429,05.07.2012 - 04.07.2013,"ООО ""АРС"", Махнева Ирина Федоровна",2301057251,"г. Анапа, ул. Новороссийская, 116 тел: (988) 322-39-86; 8903-447-44-73","г. Анапа, ул. Набережная, 3"," ""органиазция общественного питания""",
107.,,,,,,"Анапа г., с. Сукко, В/Ч Санаторий ""Золотой берег"""," ""организация общественного питания""",
108.,АК 058571 № рег. 3518,06.01.2012 - 05.01.2013,"ООО ""АРС и К"", Арзуманян Сумбат георгиевич",2302064727,"г. Армавир, ул. Тимирязева, 26 тел: 8-918-478-00-00","г. Армавир, ул. Тимирязева, 26"," ""организация розничной торговли""",
109.,АК 061121 № рег. 2735,25.07.2012 - 24.07.2013,"ООО ""АРТ"", Мелкумян Артур Аркадьевич",2301076021,"с. Супсех, ул. Кирова, 58 А тел: 8-918-41-31-626","г. Анапа, ул. Горького, 7 А, литер Г"," ""организация общественного питания""",
110.,,,,,,"г. Анапа, ул. Красноармейская, 1, литер Б"," ""организация общественного питания""",
111.,АК 059858 № рег. 1796,02.06.2012 - 01.06.2013,"ООО ""АРТ-ЖИРО"", Стайкич Н.Г.",2311137749,"г. Краснодар, ул. Ивановская, 10 тел: 8988-245-50-88","г. Краснодар, ул. Ивановская, 10"," ""организация розничной торговли""",
114.,АК 059556 № рег. 1478,24.05.2012 - 23.05.2013,"ООО ""АРТ-ЮГ"", Прощин Артём Михайловна",2311110987,"г. Краснодар, ул. 40 лет Победы, 39 тел: 8(918) 143-22-77;","г. Краснодар, ул. Рашпилевская, 343/2"," ""организация розничной торговли""",
115.,АК 057698 № рег. 3005,08.11.2011 - 07.11.2012,"ООО ""АРТЕМИДА"", Губа Евгений Михайлович",2314022418,"ст-ца Ахметовская, ул. Кооперативная, 25 тел: 8-918-0383-000; 8918-145-13-02","Лабинский р-н, ст-ца Ахметовская, ул. Кооперативная, 25"," ""организация общественного питания""",
116.,АК 058386 № рег. 3337,27.12.2011 - 26.12.2012,"ООО ""АРТОГ"", Оганесян А.Б.",2312123996,"г. Краснодар, ул. Старокубанская, 127/1 тел: 2318572; 8(918) 352-13-83","г. Краснодар, ул. Красных Партизан, 523"," ""организация розничной торговли""",08.12.2008 - 08.12.2010
117.,АК 059683 № рег. 1575,30.05.2012 - 29.05.2013,,,,"г. Краснодар, ул. Старокубанская, 127/1, строение  6"," ""организация розничной торговли - магазин ""Дельта""""",29.03.2008 - 26.03.2009
118.,АК 058399 № рег. 3343,27.12.2011 - 26.12.2012,"ООО ""АРТЭКС Групп"", Тихоненко Татьяна Валентиновна",2308183270,"г. Краснодар, ул. Бабушкина, 183 тел: 8-988-55-76-000","г. Краснодар, ул. Бабушкина, 183"," ""организация общественного питания""",
119.,АК 051064 № рег. 4143,17.12.2009 - 17.12.2014,"ООО "" АРЭА""",2311113392,"г. Краснодар, ул. Красных Партизан, 321 тел: 220-38-43","г. Краснодар, ул. Красных Партизан, 321"," ""кафе""",
120.,АК 058924 № рег. 835,24.02.2012 - 23.02.2013,"ООО ""АС"", Настенко А.С",2353022877,"хут. Беднягина, ул. Юбилейная, 9 тел: 31-4-68;8(918)29-04-117","Тимашевский р-н, хут. Беднягина, ул. Юбилейная, 9"," ""организация розничной торговли""",
124.,АК 053777 № рег. 2937,26.10.2010 - 25.10.2011 (прол) 26.10.2011 - 25.10.2012,"ООО ""АСКА"", Прынь Дмитрий Алексеевич",2311123680,"г. Краснодар, ул. Черкасская, 79, литер 20/1 тел: (861)277-73-07","г. Краснодар, ул. Черкасская, 79, литер 20/1"," ""организация розничной торговли""",
125.,АК 059966 № рег. 1879,07.06.2012 - 06.06.2013,"ООО ""АССОРТИ"", Крячков А.Н.",2304044155,"г. Геленджик, ул. Шмидта, 65, кв. 2 тел: 3-27-29; 8928-664-53-80","г. Геленджик, ул. Шмидта, 65"," ""организация розничной торговли""",
126.,АК 057475 № рег. 2788,30.09.2011 - 29.09.2012,"ООО ""АСТА-М"", Микаа А.Б.",2308178671,"г. Краснодар, ул. Кольцевая, 17 тел: 8918-325-83-45","г. Краснодар, ул. Кольцевая, 17"," ""организация розничной торговли""",
127.,АК 058774 № рег. 681,26.01.2012 - 25.01.2015,"ООО ""АСТОРИЯ"", Бубенцова Д.Н.",2301074264,"ст-ца Анапская, ул. Лермонтова, 90 тел: 8(988)336-77-77","Анапа г., ст-ца Анапская, ул. Комсомольская, 70"," ""организация розничной торговли (магазин)""",
128.,АК 054679 № рег. 3338,03.12.2010 - 02.12.2011 (прол) 03.12.2011 - 02.12.2012,"ООО ""АСТРИД"", Исаханова Астрик Егишевна",2310048373,"г. Краснодар, ул. Горького, 114 тел: 251-70-70;233-58-52","г. Краснодар, ул. Северная, 19"," ""организация общественного питания""",
129.,АК 060240 № рег. 2155,21.06.2012 - 20.06.2013,,,,"г. Краснодар, ул. Селезнева, 72"," ""организация розничной торговли""",22.05.2008 - 22.05.2010
131.,АК 041439 № рег. 7133,19.12.2007 - 19.12.2008 (прол) 19.12.2008 - 19.12.2009 20.12.2009 - 19.12.2010 20.12.2010 - 19.12.2013,"ООО ""АШАН"", Антюфеев Р.Н",7703270067,"г. Мытищи,  . Осташковское шоссе, 1 тел: (861) 210-96-74","г. Краснодар, ул. Новороссийская, 230/ ул. Уральская, 79"," ""гипермаркет ""АШАН""""",13.05.2008 - 19.12.2010
132.,АК 060608 № рег. 2425,05.07.2012 - 04.07.2013,"ООО ""АПТО ""Электрон"", Попов Николай Константинович",2323018560,"г. Абинск, пр-кт. Комсомольский, 99 тел: 5-10-92, 5-45-85","г. Крымск, ул. К. Либкнехта, 21, литер А, А2"," ""организация общественного питания""",
